draw,date,n1,n2,n3,n4,n5,n6,jackpot
1205,2024-05-31,4,8,15,23,31,40,0
1206,2024-06-02,2,7,13,23,25,45,0
1207,2024-06-05,11,25,28,33,34,45,0
1208,2024-06-07,15,19,24,25,27,39,0
1209,2024-06-09,4,5,28,32,37,42,0
1210,2024-06-12,1,2,8,13,26,34,0
1211,2024-06-14,10,24,25,26,30,41,0
1212,2024-06-16,3,16,17,18,25,37,0
1213,2024-06-19,8,12,17,23,26,27,0
1214,2024-06-21,3,7,11,16,19,35,0
1215,2024-06-23,9,11,19,29,31,44,0
1216,2024-06-26,8,10,29,30,33,40,0
1217,2024-06-28,4,6,16,32,41,44,0
1218,2024-06-30,5,23,25,28,30,43,0
1219,2024-07-03,11,18,24,34,38,43,0
1220,2024-07-05,4,23,33,38,40,44,0
1221,2024-07-07,4,8,22,23,26,45,0
1222,2024-07-10,23,24,36,37,40,45,0
1223,2024-07-12,11,17,25,26,28,29,0
1224,2024-07-14,9,18,33,37,38,43,0
1225,2024-07-17,9,10,11,16,21,30,0
1226,2024-07-19,1,10,20,25,34,35,0
1227,2024-07-21,9,10,23,25,28,38,0
1228,2024-07-24,7,8,20,27,32,34,0
1229,2024-07-26,18,20,28,31,39,45,0
1230,2024-07-28,1,13,21,25,31,39,0
1231,2024-07-31,2,4,12,16,18,42,0
1232,2024-08-02,9,14,19,34,37,41,0
1233,2024-08-04,1,4,16,18,20,32,0
1234,2024-08-07,11,19,22,29,40,44,0
1235,2024-08-09,6,14,15,24,26,39,0
1236,2024-08-11,17,18,19,33,35,37,0
1237,2024-08-14,1,6,9,21,43,44,0
1238,2024-08-16,16,22,23,30,34,41,0
1239,2024-08-18,4,13,28,33,35,38,0
1240,2024-08-21,7,8,9,15,22,30,0
1241,2024-08-23,7,13,26,28,35,41,0
1242,2024-08-25,6,10,15,17,40,42,0
1243,2024-08-28,4,5,17,25,39,41,0
1244,2024-08-30,2,15,19,26,34,36,0
1245,2024-09-01,30,31,33,38,42,43,0
1246,2024-09-04,2,7,15,18,24,33,0
1247,2024-09-06,5,25,28,32,36,41,0
1248,2024-09-08,3,8,10,26,34,37,0
1249,2024-09-11,6,11,19,23,34,37,0
1250,2024-09-13,6,12,27,34,41,42,0
1251,2024-09-15,3,11,28,32,33,35,0
1252,2024-09-18,4,8,27,28,35,36,0
1253,2024-09-20,13,14,19,20,30,33,0
1254,2024-09-22,20,23,28,36,40,42,0
1255,2024-09-25,10,23,25,27,31,37,0
1256,2024-09-27,1,6,18,25,39,44,0
1257,2024-09-29,3,7,16,17,41,42,0
1258,2024-10-02,5,6,11,23,31,36,0
1259,2024-10-04,8,10,21,32,39,44,0
1260,2024-10-06,7,14,33,36,42,43,0
1261,2024-10-09,14,18,20,22,34,45,0
1262,2024-10-11,11,19,26,28,29,43,0
1263,2024-10-13,7,10,13,17,21,45,0
1264,2024-10-16,4,14,19,23,24,37,0
1265,2024-10-18,13,19,20,22,24,37,0
1266,2024-10-20,6,23,24,25,26,34,0
1267,2024-10-23,22,27,28,31,37,44,0
1268,2024-10-25,3,10,31,32,34,40,0
1269,2024-10-27,18,21,28,29,33,45,0
1270,2024-10-30,4,13,20,29,32,37,0
1271,2024-11-01,20,22,23,32,35,40,0
1272,2024-11-03,1,4,5,16,20,22,0
1273,2024-11-06,1,2,3,11,25,37,0
1274,2024-11-08,11,15,18,27,34,37,0
1275,2024-11-10,3,7,11,12,13,40,0
1276,2024-11-13,3,23,28,35,39,42,0
1277,2024-11-15,8,13,31,36,37,40,0
1278,2024-11-17,11,17,29,31,38,42,0
1279,2024-11-20,4,16,24,29,31,37,0
1280,2024-11-22,1,14,15,19,38,40,0
1281,2024-11-24,5,14,15,21,33,36,0
1282,2024-11-27,6,21,24,31,42,44,0
1283,2024-11-29,12,15,33,35,37,45,0
1284,2024-12-01,15,17,25,29,33,35,0
1285,2024-12-04,7,14,19,24,34,36,0
1286,2024-12-06,8,14,18,26,34,42,0
1287,2024-12-08,1,13,24,26,27,37,0
1288,2024-12-11,2,10,17,23,29,33,0
1289,2024-12-13,3,7,29,36,37,44,0
1290,2024-12-15,1,10,20,22,23,36,0
1291,2024-12-18,3,7,12,16,26,34,0
1292,2024-12-20,6,9,12,21,28,33,0
1293,2024-12-22,15,16,24,27,31,44,0
1294,2024-12-25,8,13,20,25,28,39,0
1295,2024-12-27,1,10,13,24,25,33,0
1296,2024-12-29,5,8,19,31,34,43,0
1297,2025-01-01,14,20,25,28,36,40,0
1298,2025-01-03,6,12,21,27,34,41,0
1299,2025-01-05,2,7,15,37,41,42,0
1300,2025-01-08,2,3,17,33,37,38,0
1301,2025-01-10,2,4,8,28,42,44,0
1302,2025-01-12,2,9,12,14,41,44,0
1303,2025-01-15,2,6,8,10,23,33,0
1304,2025-01-17,2,12,22,31,34,35,0
1305,2025-01-19,5,6,10,19,32,38,0
1306,2025-01-22,3,21,26,29,32,33,0
1307,2025-01-24,1,7,11,22,31,34,0
1308,2025-01-26,5,8,9,11,20,29,0
1309,2025-01-31,2,15,16,32,42,45,0
1310,2025-02-02,15,20,22,29,32,36,0
1311,2025-02-05,4,6,9,14,25,41,0
1312,2025-02-07,4,5,25,27,35,39,0
1313,2025-02-09,8,16,22,27,31,34,0
1314,2025-02-12,7,19,31,39,42,43,0
1315,2025-02-14,6,8,10,27,28,32,0
1316,2025-02-16,11,19,26,28,35,40,0
1317,2025-02-19,1,6,10,11,25,29,0
1318,2025-02-21,4,9,19,20,30,42,0
1319,2025-02-23,10,12,15,17,24,33,0
1320,2025-02-26,2,13,15,16,18,20,0
1321,2025-02-28,10,11,14,16,21,29,0
1322,2025-03-02,8,24,30,33,42,45,0
1323,2025-03-05,10,22,32,37,41,43,0
1324,2025-03-07,8,11,12,20,25,32,0
1325,2025-03-09,10,11,30,33,44,45,0
1326,2025-03-12,19,26,30,32,36,42,0
1327,2025-03-14,7,11,13,16,28,30,0
1328,2025-03-16,2,12,14,16,38,45,0
1329,2025-03-19,12,23,27,28,29,43,0
1330,2025-03-21,31,32,34,41,42,45,0
1331,2025-03-23,5,6,8,9,36,45,0
1332,2025-03-26,17,24,25,30,35,39,0
1333,2025-03-28,5,7,22,28,29,34,0
1334,2025-03-30,14,15,33,38,42,45,0
1335,2025-04-02,8,14,15,22,31,34,0
1336,2025-04-04,2,13,24,25,28,38,0
1337,2025-04-06,3,5,6,13,18,22,0
1338,2025-04-09,5,8,11,22,41,44,0
1339,2025-04-11,1,13,14,26,37,43,0
1340,2025-04-13,13,14,18,25,30,32,0
1341,2025-04-16,5,8,12,16,28,32,0
1342,2025-04-18,5,20,21,22,29,44,0
1343,2025-04-20,5,7,14,26,29,44,0
1344,2025-04-23,7,12,23,34,42,43,0
1345,2025-04-25,4,8,9,10,20,34,0
1346,2025-04-27,8,11,31,35,36,45,0
1347,2025-04-30,1,17,26,33,36,44,0
1348,2025-05-02,3,7,32,37,42,45,0
1349,2025-05-04,6,7,8,9,12,29,0
1350,2025-05-07,8,27,28,31,34,40,0
1351,2025-05-09,1,7,9,34,40,42,0
1352,2025-05-11,13,15,17,22,28,43,0
1353,2025-05-14,19,24,27,37,44,45,0
1354,2025-05-16,5,9,14,22,32,44,0
1355,2025-05-18,6,7,17,27,30,42,0
1356,2025-05-21,2,13,14,21,24,30,0
1357,2025-05-23,2,4,15,16,29,43,0
1358,2025-05-25,5,14,23,24,28,44,0
1359,2025-05-28,17,22,23,28,31,41,0
1360,2025-05-30,4,7,12,35,37,41,0
1361,2025-06-01,9,24,29,37,42,44,0
1362,2025-06-04,11,23,26,27,29,32,0
1363,2025-06-06,24,26,35,39,41,45,0
1364,2025-06-08,6,17,18,19,31,37,0
1365,2025-06-11,10,13,22,27,41,45,0
1366,2025-06-13,1,13,19,28,30,36,0
1367,2025-06-15,15,16,22,23,29,32,0
1368,2025-06-18,19,23,24,26,36,41,0
1369,2025-06-20,2,8,18,22,26,29,0
1370,2025-06-22,1,9,14,20,34,41,0
1371,2025-06-25,8,10,26,29,35,39,0
1372,2025-06-27,9,14,26,30,44,45,0
1373,2025-06-29,10,23,25,26,27,28,0
1374,2025-07-02,12,16,21,28,34,41,0
1375,2025-07-04,7,9,21,29,41,45,0
1376,2025-07-06,5,8,13,23,36,45,0
1377,2025-07-09,7,8,30,32,33,44,0
1378,2025-07-11,11,20,22,24,43,45,0
1379,2025-07-13,9,17,22,27,35,36,0
1380,2025-07-16,6,11,14,19,21,42,0
1381,2025-07-18,7,22,24,28,42,45,0
1382,2025-07-20,11,13,14,20,37,42,0
1383,2025-07-23,24,26,29,32,37,44,0
1384,2025-07-25,20,30,34,35,38,39,0
1385,2025-07-27,1,9,12,27,39,45,0
1386,2025-07-30,2,3,6,16,26,34,0
1387,2025-08-01,5,29,30,31,36,38,0
1388,2025-08-03,5,14,24,26,37,43,0
1389,2025-08-06,3,12,14,18,29,34,0
1390,2025-08-08,11,17,20,26,27,38,0
1391,2025-08-10,13,21,26,28,31,35,0
1392,2025-08-13,10,15,28,30,35,45,0
1393,2025-08-15,5,22,27,36,43,45,0
1394,2025-08-17,15,24,26,29,31,42,0
1395,2025-08-20,4,9,27,32,38,42,0
1396,2025-08-22,1,9,10,13,37,39,0
1397,2025-08-24,2,9,20,28,32,43,0
1398,2025-08-27,3,11,18,39,40,42,0
1399,2025-08-29,2,4,10,24,35,36,0
1400,2025-08-31,3,4,14,30,32,38,0
1401,2025-09-03,14,21,23,28,44,45,0
1402,2025-09-05,1,10,20,22,41,43,0
1403,2025-09-07,6,29,30,39,42,44,0
1404,2025-09-10,7,10,18,20,24,36,0
1405,2025-09-12,17,22,24,37,42,43,0
1406,2025-09-14,3,6,9,10,30,37,0
1407,2025-09-17,11,23,25,35,38,45,0
1408,2025-09-19,4,6,17,18,28,41,0
1409,2025-09-21,2,3,6,21,28,38,0
1410,2025-09-24,3,5,17,31,32,40,0
1411,2025-09-26,12,17,19,27,28,36,0
1412,2025-09-28,8,13,18,26,36,39,0
1413,2025-10-01,3,6,7,19,30,35,0
1414,2025-10-03,29,31,32,33,34,35,0
1415,2025-10-05,5,14,22,28,32,39,0
1416,2025-10-08,8,10,11,18,23,32,0
1417,2025-10-10,4,5,25,34,39,43,0
1418,2025-10-12,4,10,16,20,28,34,0
1419,2025-10-15,1,6,18,20,29,40,0
1420,2025-10-17,15,17,18,26,31,42,0
1421,2025-10-19,16,17,25,26,28,37,0
1422,2025-10-22,5,11,12,24,28,44,0
1423,2025-10-24,2,11,24,31,32,38,0
1424,2025-10-26,18,30,34,42,43,45,0
1425,2025-10-29,7,26,35,39,41,42,0
1426,2025-10-31,3,10,31,34,36,43,0
1427,2025-11-02,3,7,12,20,30,44,0
1428,2025-11-05,2,9,18,25,30,31,0
1429,2025-11-07,3,4,20,28,39,42,0
1430,2025-11-09,13,23,27,30,37,43,0
1431,2025-11-12,16,24,29,37,40,44,0
1432,2025-11-14,3,10,15,27,41,42,0
1433,2025-11-16,15,20,31,33,34,45,0
1434,2025-11-19,9,12,19,30,40,43,0
1435,2025-11-21,8,11,18,25,28,35,0
1436,2025-11-23,4,12,19,42,43,44,0
1437,2025-11-26,2,8,15,19,30,38,0
1438,2025-11-28,2,9,17,23,39,41,0
1439,2025-11-30,7,13,26,30,34,42,0
1440,2025-12-03,8,15,20,23,31,34,0
1441,2025-12-05,2,19,23,37,42,43,0
1442,2025-12-07,1,5,23,28,29,43,0
1443,2025-12-10,7,18,22,29,30,36,0
1444,2025-12-12,3,7,13,17,38,44,0
1445,2025-12-14,8,11,13,16,28,32,0
1446,2025-12-17,5,14,24,38,41,43,0
1447,2025-12-19,1,21,36,42,43,44,0
1448,2025-12-21,6,9,12,18,29,43,0
1449,2025-12-24,15,19,31,35,43,45,0
1450,2025-12-26,4,6,16,25,27,40,0
1451,2025-12-28,1,2,7,16,31,37,0
1452,2025-12-31,1,25,35,36,37,45,0
1453,2026-01-02,7,18,22,32,37,38,0
1454,2026-01-04,2,12,21,29,35,44,0
1455,2026-01-07,1,5,7,28,31,43,0
1456,2026-01-09,8,9,17,21,36,45,0
1457,2026-01-11,8,10,21,25,31,38,0
1458,2026-01-14,1,22,23,28,39,45,0
1459,2026-01-16,2,10,21,31,34,40,0
1460,2026-01-18,2,5,15,26,39,42,0
1461,2026-01-21,1,18,23,24,29,37,0
1462,2026-01-23,9,15,16,20,22,31,0
1463,2026-01-25,2,19,20,24,33,34,0
1464,2026-01-28,4,10,16,19,27,40,0
1465,2026-01-30,16,17,30,41,42,45,0
1466,2026-02-01,1,18,21,23,30,36,0
1467,2026-02-04,2,12,14,17,39,43,0
1468,2026-02-06,2,7,13,17,42,45,0
1469,2026-02-08,6,13,16,20,23,38,0
1470,2026-02-11,15,20,35,40,44,45,0
1471,2026-02-13,8,12,31,36,42,43,0
1472,2026-02-15,4,6,7,20,28,43,0
1473,2026-02-18,1,7,19,23,26,44,0
1474,2026-02-20,4,25,28,33,34,45,0
1475,2026-02-22,7,23,24,36,38,40,0
1476,2026-02-25,4,13,20,22,23,29,0
1477,2026-02-27,2,4,8,15,17,28,0
1478,2026-03-01,16,22,23,35,44,45,0
1479,2026-03-04,1,4,6,9,13,44,0
1480,2026-03-06,2,10,12,21,32,37,0
1481,2026-03-08,6,12,13,25,31,32,0
1482,2026-03-11,16,18,19,28,31,44,0
1483,2026-03-13,11,12,20,22,31,33,0
1484,2026-03-15,4,7,11,26,42,44,0
1485,2026-03-18,14,20,33,35,36,44,0
1486,2026-03-20,8,11,22,23,38,43,0
1487,2026-03-22,5,10,22,26,31,36,0
1488,2026-03-25,16,22,24,29,35,36,0
1489,2026-03-27,5,7,13,19,38,45,0
1490,2026-03-29,5,8,18,30,37,45,0
1491,2026-04-01,6,30,34,36,37,44,0
1492,2026-04-03,2,4,23,24,35,41,0
1493,2026-04-05,2,9,23,30,32,42,0
1494,2026-04-08,5,8,23,26,38,41,0
1495,2026-04-10,7,8,10,16,28,35,0
1496,2026-04-12,1,10,11,32,39,42,0
1497,2026-04-15,21,22,33,35,36,43,0
1498,2026-04-17,1,10,19,31,36,38,0
1499,2026-04-19,7,10,15,27,33,35,0
1500,2026-04-22,2,6,15,16,17,37,0
1501,2026-04-24,20,29,33,36,41,42,0
1502,2026-04-26,12,18,22,25,31,41,0
1503,2026-04-29,4,14,15,16,17,25,0
1504,2026-05-01,4,21,25,31,41,43,0
1505,2026-05-03,7,9,14,24,38,39,0
1506,2026-05-06,9,12,28,36,37,40,0
1507,2026-05-08,4,16,17,26,34,42,0
1508,2026-05-10,3,4,10,11,27,42,0
1509,2026-05-13,8,10,15,32,35,43,0
1510,2026-05-15,6,14,20,22,23,44,0
1511,2026-05-17,4,8,13,15,27,31,0
1512,2026-05-20,16,28,29,37,40,45,0
1513,2026-05-22,2,3,14,28,41,44,0
1514,2026-05-24,4,8,9,14,25,42,0
1515,2026-05-27,2,13,17,18,31,37,0
1516,2026-05-29,13,14,24,28,30,42,0
1517,2026-05-31,1,12,16,21,24,41,0
1518,2026-06-03,3,11,26,33,36,38,0
1519,2026-06-05,13,16,19,32,36,39,0
1520,2026-06-07,14,21,26,30,34,35,0
1521,2026-06-10,3,9,17,22,27,32,0
1522,2026-06-12,5,15,30,34,37,38,0
1523,2026-06-14,7,16,20,22,24,38,0
1524,2026-06-17,5,6,16,28,35,39,0
1525,2026-06-19,6,9,19,29,30,36,0
1526,2026-06-21,3,8,19,27,41,45,0
1527,2026-06-24,3,11,17,19,30,32,0
1528,2026-06-26,9,14,31,36,41,45,0
1529,2026-06-28,2,11,18,33,42,45,0
1530,2026-07-01,20,24,25,29,40,44,0
1531,2026-07-03,6,20,21,28,30,39,0
1532,2026-07-05,1,5,13,29,32,35,0
1533,2026-07-08,13,14,22,26,37,44,0
1534,2026-07-10,9,17,23,26,42,44,0
1535,2026-07-12,6,9,11,17,35,44,0
1536,2026-07-15,7,11,29,37,43,45,0
1537,2026-07-17,9,18,30,31,39,45,0
1538,2026-07-19,12,22,24,26,31,37,0
1539,2026-07-22,3,32,33,34,39,43,0
1540,2026-07-24,12,16,36,38,41,45,0
1541,2026-07-26,13,16,27,33,41,44,0
1542,2026-07-29,2,6,21,31,36,45,0
<<<<<<< HEAD
1543,2026-07-31,6,16,24,25,38,43,0
1544,2026-08-02,3,12,20,25,27,37,0
=======
>>>>>>> 24d51c88d8dccad42a006af60fb3b9f73e5e0a03
